ip_src,ip_dst,udp_sport,udp_dport,frame_len,packet_count,duration_sec,packet_rate,most_common_payload_len,score
172.29.163.4,162.254.192.71,57957,4380,152,10838,604.1605448722839,17.938940389248838,110,31876.943883123913
