replay_id,channel,rank,windows_used,responsive_threshold,flow_ip_src,flow_ip_dst,flow_udp_sport,flow_udp_dport,frame_len,offset,width,encoding,delta_view,score,sine_cycles,responsiveness,affine_scale,affine_offset
16_i,i,2,3,11760.131778970263,192.168.1.6,192.168.1.14,52428,60376,152,51,4,int32_le,False,0.12395617223621098,2.0,3210.38280495214,2.414286073081786e-11,-0.0016950196289092967
16_i,i,3,3,11760.131778970263,192.168.1.6,192.168.1.14,52428,60376,152,51,4,float32_le,False,0.10259366874916719,2.0,3210.38280495214,9.023061107338394e-40,0.0005166098218557403
16_i,i,4,3,11760.131778970263,192.168.1.6,192.168.1.14,52428,60376,152,51,4,int32_be,False,0.0924594008400239,2.0,3210.38280495214,-4.3915973218679345e-11,0.0021106843028749827
16_i,i,5,3,11760.131778970263,192.168.1.6,192.168.1.14,52428,60376,152,51,2,int16_be,False,0.0924594001599258,2.0,6420.76560990428,-2.878077214276016e-06,0.002109925446953264
16_i,i,6,3,11760.131778970263,192.168.1.6,192.168.1.14,52428,60376,152,51,4,uint32_le,True,0.09154428493729182,2.0,3210.38280495214,-3.9226680846981235e-14,-0.0002644322110385307
16_i,i,7,3,11760.131778970263,192.168.1.6,192.168.1.14,52428,60376,152,51,2,uint16_be,False,0.08751295348749373,1.0,6420.76560990428,5.278882196466549e-07,-0.016785561179629867
16_i,i,8,3,11760.131778970263,192.168.1.6,192.168.1.14,52428,60376,152,51,4,uint32_be,False,0.08751295218802373,1.0,3210.38280495214,8.054935953975407e-12,-0.016785702370117964
16_i,i,9,3,11760.131778970263,192.168.1.6,192.168.1.14,52428,60376,152,51,4,int32_le,True,0.08643960732155825,2.0,3210.38280495214,1.1486377041256841e-13,-0.00026484264447672643
16_i,i,10,3,11760.131778970263,192.168.1.6,192.168.1.14,52428,60376,152,51,4,uint32_be,True,0.08476634701315792,3.0,3210.38280495214,4.474257381993247e-14,-0.00039640633074217825
16_i,i,11,3,11760.131778970263,192.168.1.6,192.168.1.14,52428,60376,152,51,2,uint16_be,True,0.08476634700214576,3.0,6420.76560990428,2.932249361463992e-09,-0.0003964063307505785
